Timestamp,num_ues,IMSI,RNTI,,slicing_enabled,slice_id,slice_prb,power_multiplier,scheduling_policy,,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_rssi,ul_sinr,phr,,sum_requested_prbs,sum_granted_prbs,,dl_pmi,dl_ri,ul_n,ul_turbo_iters
1720341541963,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.57143,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341542213,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.5,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341542463,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.66667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341542713,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.66667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341542963,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.85714,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341543213,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341543463,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341543713,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.66667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341543963,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341544213,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.66667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341544463,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.83333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341544713,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.83333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341544963,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.85714,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341545213,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.83333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341545463,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.83333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341545713,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.66667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341545963,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.57143,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341546213,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.83333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341546463,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.83333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341546713,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.83333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341546963,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.71429,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341547213,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.66667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341547463,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341547713,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.66667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341547963,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.57143,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341548213,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341548463,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341548713,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.83333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341548963,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341549213,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.66667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341549463,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341549713,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.66667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341549963,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.57143,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341550213,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.66667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341550463,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.83333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341550713,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.66667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341550963,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.57143,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341551213,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341551463,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.66667,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341551713,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341551963,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.85714,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341552213,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341552463,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341552713,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,8.83333,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341552963,1,1010123456002,74,,1,0,50,1,1,,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0
1720341553213,1,1010123456002,74,,1,0,50,1,1,,12.2955,44,0,0.067072,13,0,8.66667,,12.8571,7,0,0.1,2,0,0,36.3192,31,,48,136,,0,0,0,1
1720341553463,1,1010123456002,74,,1,0,50,1,1,,12.3182,110,0,0.095008,32,0,8.66667,,0,0,0,0,0,0,0,0,0,,103,149,,0,0,0,0
1720341553713,1,1010123456002,74,,1,0,50,1,1,,15.7021,94,0,0.10192,27,0,8.83333,,0,0,0,0,0,0,0,0,0,,88,134,,0,0,0,0
1720341553963,1,1010123456002,74,,1,0,50,1,1,,14.2403,129,0,0.221024,34,0,8.85714,,0,0,0,0,0,0,0,0,0,,179,226,,0,0,0,0
1720341554213,1,1010123456002,74,,1,0,50,1,1,,13.3687,179,0,0.444032,54,0,8.66667,,15.42,50,0,0.621504,14,0,0,31.6739,31,,388,578,,0,0,0,1
1720341554463,1,1010123456002,74,,1,0,50,1,1,,12.7892,204,0,0.56384,58,0,8.5,,14.9796,49,0,0.39376,14,0,0,33.5053,31,,498,633,,0,0,0,1
1720341554713,1,1010123456002,74,,1,0,50,1,1,,13.0323,124,0,0.166496,39,0,8.33333,,15.7959,49,0,0.743712,14,0,0,30.8937,31,,137,317,,0,0,0,1
1720341554963,1,1010123456002,74,,1,0,50,1,1,,13.1862,145,0,0.107712,38,0,8.57143,,0,0,0,0,0,0,0,0,0,,135,135,,0,0,0,0
1720341555213,1,1010123456002,74,,1,0,50,1,1,,12.9511,266,51,1.26262,77,0,8.66667,,15.0517,116,0,1.36618,33,0,0,32.1051,31,,917,1575,,0,0,0,1
1720341555463,1,1010123456002,74,,1,0,50,1,1,,12.0122,245,0,1.2569,70,0,8.5,,15.4575,153,150000,1.89798,43,0,0,31.822,31,,840,1918,,0,0,0,1
1720341555713,1,1010123456002,74,,1,0,50,1,1,,12.1359,103,0,0.246464,34,0,8.33333,,14.8889,45,0,0.575072,13,0,0,31.8046,31,,103,240,,0,0,0,1
1720341555963,1,1010123456002,74,,1,0,50,1,1,,13.2558,129,57,0.110336,36,0,8.57143,,15.8974,39,0,0.598624,11,0,0,30.6241,31,,136,182,,0,0,0,1
1720341556213,1,1010123456002,74,,1,0,50,1,1,,12.4444,108,0,0.317376,34,0,8.66667,,15.7442,43,0,0.594368,12,0,0,31.4168,31,,191,437,,0,0,0,1
1720341556463,1,1010123456002,74,,1,0,50,1,1,,13.6822,107,0,0.10944,28,0,8.66667,,0,0,0,0,0,0,0,0,0,,99,190,,0,0,0,0
1720341556713,1,1010123456002,74,,1,0,50,1,1,,14.9579,95,0,0.109632,31,0,9,,0,0,0,0,0,0,0,0,0,,92,184,,0,0,0,0
1720341556963,1,1010123456002,74,,1,0,50,1,1,,14.3394,109,5,0.232032,30,0,9,,0,0,0,0,0,0,0,0,0,,179,364,,0,0,0,0
1720341557213,1,1010123456002,74,,1,0,50,1,1,,14.75,88,0,0.106592,28,0,8.83333,,0,0,0,0,0,0,0,0,0,,89,134,,0,0,0,0
1720341557463,1,1010123456002,74,,1,0,50,1,1,,15.6854,89,0,0.09216,24,0,9,,0,0,0,0,0,0,0,0,0,,85,131,,0,0,0,0
1720341557713,1,1010123456002,74,,1,0,50,1,1,,13.4831,89,0,0.106624,28,0,8.66667,,0,0,0,0,0,0,0,0,0,,95,187,,0,0,0,0
1720341557963,1,1010123456002,74,,1,0,50,1,1,,13.9024,123,0,0.119488,35,0,8.71429,,0,0,0,0,0,0,0,0,0,,127,173,,0,0,0,0
1720341558213,1,1010123456002,74,,1,0,50,1,1,,13.2315,108,0,0.08384,31,0,8.5,,0,0,0,0,0,0,0,0,0,,108,108,,0,0,0,0
1720341558463,1,1010123456002,74,,1,0,50,1,1,,13.6226,106,0,0.109728,33,0,8.83333,,0,0,0,0,0,0,0,0,0,,103,149,,0,0,0,0
1720341558713,1,1010123456002,74,,1,0,50,1,1,,15.8598,107,0,0.105152,31,0,9,,0,0,0,0,0,0,0,0,0,,99,99,,0,0,0,0
1720341558963,1,1010123456002,74,,1,0,50,1,1,,13.7059,85,0,0.093536,25,0,8.57143,,0,0,0,0,0,0,0,0,0,,80,172,,0,0,0,0
1720341559213,1,1010123456002,74,,1,0,50,1,1,,13.4167,120,0,0.103808,33,0,8.66667,,0,0,0,0,0,0,0,0,0,,121,167,,0,0,0,0
1720341559463,1,1010123456002,74,,1,0,50,1,1,,14.8421,114,0,0.104032,33,0,8.83333,,0,0,0,0,0,0,0,0,0,,108,108,,0,0,0,0
1720341559713,1,1010123456002,74,,1,0,50,1,1,,13.7727,88,0,0.083552,28,0,8.66667,,0,0,0,0,0,0,0,0,0,,90,90,,0,0,0,0
1720341559963,1,1010123456002,74,,1,0,50,1,1,,14.3229,96,0,0.215424,26,0,8.57143,,0,0,0,0,0,0,0,0,0,,166,296,,0,0,0,0
1720341560213,1,1010123456002,74,,1,0,50,1,1,,12.9888,89,0,0.103232,28,0,8.66667,,0,0,0,0,0,0,0,0,0,,101,193,,0,0,0,0
1720341560463,1,1010123456002,74,,1,0,50,1,1,,14.1031,97,45,0.096352,23,0,8.83333,,0,0,0,0,0,0,0,0,0,,99,190,,0,0,0,0
1720341560713,1,1010123456002,74,,1,0,50,1,1,,14.8706,85,0,0.092192,30,0,8.83333,,0,0,0,0,0,0,0,0,0,,87,87,,0,0,0,0
1720341560963,1,1010123456002,74,,1,0,50,1,1,,14.66,100,0,0.097888,27,0,8.85714,,0,0,0,0,0,0,0,0,0,,101,146,,0,0,0,0
1720341561213,1,1010123456002,74,,1,0,50,1,1,,13.4265,68,0,0.102816,22,0,8.66667,,0,0,0,0,0,0,0,0,0,,73,210,,0,0,0,0
1720341561463,1,1010123456002,74,,1,0,50,1,1,,13.7791,86,0,0.084096,25,0,8.83333,,0,0,0,0,0,0,0,0,0,,85,131,,0,0,0,0
1720341561713,1,1010123456002,74,,1,0,50,1,1,,13.4628,121,0,0.098048,35,0,8.5,,0,0,0,0,0,0,0,0,0,,117,117,,0,0,0,0
1720341561963,1,1010123456002,74,,1,0,50,1,1,,14.0096,104,0,0.099584,29,0,8.57143,,0,0,0,0,0,0,0,0,0,,104,149,,0,0,0,0
1720341562213,1,1010123456002,74,,1,0,50,1,1,,12.5385,104,0,0.103008,31,0,8.66667,,0,0,0,0,0,0,0,0,0,,107,199,,0,0,0,0
